Co_Ref,Prospect_Renewal_Date,days_to_renewal,Call_Date,Direction,cc_care_package,cc_care_package_discussed,cc_urgency_getting_on_site,cc_external_consultant,cc_agent_cross_sell_attempt,cc_customer_issues_concerns,cc_business_struggles_financial_hardship,cc_call_initiated_by,cc_questionnaire_completion,cc_chasing_response,cc_issues_within_questionnaire,cc_login_issues,cc_platform_issues,cc_dissatisfaction_time_to_complete,cc_process_complexity_concerns,cc_questions_harder_than_expected,cc_dissatisfaction_support,cc_pricing_mentioned,cc_pricing_sentiment_impact,cc_refund_discussed,cc_contractor_suggest_leave,cc_contractor_complained,Analysed_Call,Call_Year,cc_contractor_sentiment,cc_contractor_sentiment_start_score,cc_contractor_sentiment_end_score,cc_contractor_sentiment_overall_score,cc_contractor_sentiment_issues_score
SI1685,2025-06-25,2.0,2025-06-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,80.0,85.0
KC1895,2025-07-11,3.0,2025-07-08,IN_BOUND,Not Discussed,No,No,No,No,Yes,No,Customer,Yes,True,True,No,Yes,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
NI7685,2025-05-06,0.0,2025-05-06,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
MH0039,2025-11-30,11.0,2025-11-19,OUT_BOUND,Not Discussed,No,Yes,No,No,Yes,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
VA3637,2025-11-07,3.0,2025-11-04,IN_BOUND,Not Discussed,No,Yes,No,No,Yes,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
BG3418,2025-02-28,2.0,2025-02-26,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
WN4397,2025-08-31,4.0,2025-08-27,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
VL3454,2024-11-21,14.0,2024-11-07,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,85.0
OL3308,2025-04-30,6.0,2025-04-24,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
DV5054,2025-12-28,12.0,2025-12-16,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
IJ0093,2025-07-01,1.0,2025-06-30,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
ZF6124,2025-03-19,1.0,2025-03-18,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
OI9329,2025-12-09,14.0,2025-11-25,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
IS3781,2025-07-11,10.0,2025-07-01,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
AA0994,2025-01-25,3.0,2025-01-22,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
UU5635,2025-06-28,9.0,2025-06-19,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
OO3206,2025-05-05,5.0,2025-04-30,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
JH4360,2025-04-03,13.0,2025-03-21,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
IJ5612,2025-03-20,6.0,2025-03-14,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,False,Yes,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
HU6230,2024-12-21,12.0,2024-12-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,85.0
BW8728,2025-01-30,9.0,2025-01-21,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,Yes,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
IJ0465,2025-07-31,9.0,2025-07-22,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
IP3207,2025-10-03,10.0,2025-09-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
PL4096,2025-02-11,4.0,2025-02-07,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
VG1254,2025-11-05,13.0,2025-10-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,70.0,70.0
SG2955,2025-11-20,1.0,2025-11-19,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
UX4718,2024-10-29,8.0,2024-10-21,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,80.0,80.0,80.0
SS8536,2025-06-02,13.0,2025-05-20,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,False,No,No,No,No,No,Yes,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
IT2863,2025-07-28,5.0,2025-07-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
OY6286,2025-05-10,2.0,2025-05-08,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
TX9436,2025-02-06,14.0,2025-01-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
OK3075,2025-09-21,4.0,2025-09-17,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
AZ4797,2025-09-18,10.0,2025-09-08,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
LS0903,2025-04-07,7.0,2025-03-31,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
UX4718,2024-10-29,4.0,2024-10-25,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,80.0,80.0,85.0
IS8334,2026-01-10,4.0,2026-01-06,OUT_BOUND,Not Discussed,No,No,No,No,Yes,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2026,Neutral,50.0,80.0,80.0,80.0
IP3207,2025-10-03,10.0,2025-09-23,OUT_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
IL2931,2025-05-04,6.0,2025-04-28,IN_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,60.0,80.0,80.0,80.0
IL2931,2025-05-04,12.0,2025-04-22,OUT_BOUND,Not Discussed,No,No,No,No,Yes,Yes,Agent,Yes,True,False,No,No,Yes,Yes,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,80.0,80.0
VR3224,2025-12-11,13.0,2025-11-28,IN_BOUND,Not Discussed,No,Yes,No,No,Yes,No,Customer,Yes,True,True,No,No,Yes,Yes,No,No,False,False,False,False,False,1,2025,Satisfied,20.0,80.0,80.0,80.0
JR2183,2025-12-04,9.0,2025-11-25,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,50.0,90.0,85.0,85.0
VW0605,2025-10-03,8.0,2025-09-25,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
PU2063,2024-12-17,5.0,2024-12-12,OUT_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,Yes,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,90.0,90.0,85.0
BC3197,2025-07-13,4.0,2025-07-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
ZZ1710,2025-06-30,4.0,2025-06-26,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
YJ7525,2025-09-03,8.0,2025-08-26,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
NA9604,2025-01-29,2.0,2025-01-27,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
FN8647,2025-07-07,7.0,2025-06-30,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
RP6717,2025-02-03,7.0,2025-01-27,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
JH4360,2025-04-03,2.0,2025-04-01,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
KO6940,2025-10-07,12.0,2025-09-25,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
ID9136,2025-04-05,9.0,2025-03-27,OUT_BOUND,Not Discussed,No,Yes,No,No,No,No,Agent,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
YV7969,2025-03-27,7.0,2025-03-20,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
HD4144,2025-07-19,4.0,2025-07-15,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
WH2671,2025-11-12,5.0,2025-11-07,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,80.0,80.0
JH3836,2025-12-08,0.0,2025-12-08,IN_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
XM9309,2025-04-30,1.0,2025-04-29,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
YA4714,2025-03-07,7.0,2025-02-28,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
DR6212,2025-05-01,1.0,2025-04-30,OUT_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,Yes,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
NC5321,2024-11-18,11.0,2024-11-07,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,85.0
ZW2831,2025-09-20,12.0,2025-09-08,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
DT5359,2025-06-22,2.0,2025-06-20,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
GE9147,2025-07-20,5.0,2025-07-15,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
QV4726,2024-12-09,0.0,2024-12-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,85.0
AX8636,2025-01-11,9.0,2025-01-02,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
UY0618,2025-10-09,2.0,2025-10-07,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
KJ6348,2025-02-03,11.0,2025-01-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
SX5495,2024-12-21,12.0,2024-12-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,85.0
RD9618,2025-06-23,0.0,2025-06-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
CP3122,2024-11-23,10.0,2024-11-13,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,90.0
DM8651,2025-04-01,14.0,2025-03-18,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
LR8575,2025-10-26,5.0,2025-10-21,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,80.0,80.0,80.0
OK7281,2025-03-16,6.0,2025-03-10,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,80.0,80.0
CV9572,2025-06-25,0.0,2025-06-25,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
HN2390,2025-08-18,5.0,2025-08-13,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
MJ3576,2025-05-09,0.0,2025-05-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
UV4140,2025-04-24,0.0,2025-04-24,IN_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
CP1194,2025-04-05,5.0,2025-03-31,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
RL5733,2025-08-02,12.0,2025-07-21,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
LB0257,2024-11-17,2.0,2024-11-15,IN_BOUND,Not Discussed,No,No,No,No,Yes,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,80.0,90.0,90.0,85.0
QA0618,2025-11-27,13.0,2025-11-14,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
EV3722,2025-02-06,1.0,2025-02-05,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,90.0
NC5321,2024-11-18,0.0,2024-11-18,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,80.0,90.0,90.0,90.0
GC9863,2025-03-05,6.0,2025-02-27,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,90.0
MC0327,2025-11-20,6.0,2025-11-14,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
IZ1896,2025-07-17,13.0,2025-07-04,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
NT1444,2024-12-05,10.0,2024-11-25,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,80.0,90.0,90.0,90.0
GO6805,2024-11-18,7.0,2024-11-11,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,80.0,100.0,90.0,90.0
VY1345,2024-11-19,8.0,2024-11-11,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,80.0,100.0,95.0,85.0
NC0403,2025-08-01,1.0,2025-07-31,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,Yes,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,100.0,95.0,90.0
ER8664,2025-01-29,2.0,2025-01-27,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,100.0,95.0,85.0
HG1437,2024-12-20,8.0,2024-12-12,OUT_BOUND,Premier,Yes,No,No,No,No,No,Customer,Yes,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,80.0,100.0,95.0,95.0
FA3851,2025-03-05,5.0,2025-02-28,OUT_BOUND,Standard,Yes,No,No,No,Yes,No,Customer,Yes,True,False,No,Yes,No,Yes,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
VF6714,2025-11-29,4.0,2025-11-25,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,Yes,True,True,No,No,No,Yes,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
CS4033,2024-12-17,1.0,2024-12-16,IN_BOUND,Express,Yes,Yes,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,True,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,90.0
SE5077,2025-08-14,3.0,2025-08-11,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,True,True,No,No,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
LV8071,2024-11-21,3.0,2024-11-18,OUT_BOUND,Express,Yes,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,85.0
MT8019,2025-09-10,0.0,2025-09-10,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
VN2860,2025-01-13,10.0,2025-01-03,OUT_BOUND,Premier,Yes,No,No,No,No,No,Agent,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
JU0676,2025-10-29,5.0,2025-10-24,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
BK1105,2025-12-11,2.0,2025-12-09,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
HH6845,2025-11-05,6.0,2025-10-30,IN_BOUND,Not Discussed,Yes,Yes,No,No,No,No,Customer,Yes,True,True,No,No,Yes,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
CV4320,2025-09-12,1.0,2025-09-11,OUT_BOUND,Express,Yes,Yes,No,No,No,No,Customer,Yes,True,False,Yes,No,No,Yes,No,No,True,True,False,False,False,1,2025,Neutral,50.0,80.0,75.0,75.0
JX7701,2025-09-23,6.0,2025-09-17,IN_BOUND,Premier,Yes,No,No,No,Yes,Yes,Customer,Yes,True,True,Yes,No,No,Yes,No,No,True,False,False,False,False,1,2025,Neutral,50.0,90.0,80.0,80.0
PF9619,2025-07-07,13.0,2025-06-24,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,Yes,False,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,70.0,70.0
JN8182,2024-11-25,11.0,2024-11-14,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,Yes,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,90.0
IL2931,2025-05-04,9.0,2025-04-25,IN_BOUND,Standard,Yes,Yes,No,No,No,Yes,Customer,Yes,True,False,No,No,Yes,Yes,No,Yes,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,80.0,80.0
XA3697,2025-05-30,8.0,2025-05-22,IN_BOUND,Not Discussed,Yes,No,No,No,No,No,Customer,Yes,False,True,No,Yes,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
BJ3720,2025-11-18,6.0,2025-11-12,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
SW9727,2025-03-15,10.0,2025-03-05,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
EE7918,2025-01-29,7.0,2025-01-22,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,True,No,No,No,Yes,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
ES0445,2025-02-13,1.0,2025-02-12,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,False,No,No,No,Yes,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
TW6569,2025-05-13,4.0,2025-05-09,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,Yes,False,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,85.0,80.0
EF2336,2025-07-13,5.0,2025-07-08,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,80.0,80.0
MH0039,2025-11-30,11.0,2025-11-19,IN_BOUND,Standard,Yes,Yes,No,No,No,No,Customer,Yes,False,True,No,No,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,80.0,100.0,100.0,85.0
HK2926,2025-09-26,11.0,2025-09-15,IN_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,False,False,Yes,No,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,60.0,90.0,90.0,90.0
CY1560,2025-11-22,2.0,2025-11-20,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,Yes,False,False,Yes,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
KF1956,2025-02-02,4.0,2025-01-29,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
MK5756,2025-10-29,14.0,2025-10-15,IN_BOUND,Not Discussed,No,No,No,No,Yes,No,Customer,Yes,False,True,No,No,No,Yes,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
UB8132,2024-11-08,1.0,2024-11-07,IN_BOUND,Not Discussed,Yes,Yes,No,No,No,No,Customer,Yes,False,True,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,80.0,80.0,80.0
MK5756,2025-10-29,14.0,2025-10-15,IN_BOUND,Express,Yes,No,No,No,Yes,No,Customer,Yes,False,True,No,No,No,Yes,No,No,False,False,False,False,False,1,2025,Neutral,20.0,80.0,60.0,60.0
SK8237,2025-10-14,6.0,2025-10-08,IN_BOUND,Premier,Yes,Yes,No,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,80.0,80.0
